	origin	dest	price	miles
4296	LIT	BUR	132.73	1488
4297	LIT	BWI	113.68	912
4298	LIT	CHS	121.5	712
4299	LIT	CLE	132.5	728
4300	LIT	CMH	148	629
4301	LIT	DAL	50.12	296
4302	LIT	DCA	149	888
4303	LIT	DEN	50.11	771
4304	LIT	DFW	69.25	304
4305	LIT	DTW	134.46	705
4306	LIT	FLL	102.67	934
4307	LIT	GEG	179.52	1580
4308	LIT	HOU	87.24	393
4309	LIT	IND	286	474
4310	LIT	LAS	64.86	1294
4311	LIT	LAX	59	1494
4312	LIT	LBB	176.43	554
4313	LIT	LGA	105.67	1085
4314	LIT	MAF	371	608
4315	LIT	MCI	98.82	344
4316	LIT	MCO	51	776
4317	LIT	MDW	123.26	544
4318	LIT	MKE	93	613
4319	LIT	MSY	101.42	346
4320	LIT	OAK	247.14	1681
4321	LIT	OMA	205.76	495
4322	LIT	ONT	162.07	1447
4323	LIT	PDX	246	1760
4324	LIT	PHL	173.84	999
4325	LIT	PHX	58.5	1136
4326	LIT	PIT	109.92	768
4327	LIT	RDU	171.96	763
4328	LIT	RNO	152.13	1550
4329	LIT	SAN	157.44	1441
4330	LIT	SAT	138	512
4331	LIT	SEA	173.59	1783
4332	LIT	SFB	50	765
4333	LIT	SFO	167.44	1690
4334	LIT	SJC	168.94	1666
4335	LIT	SLC	146.62	1156
4336	LIT	SMF	177.13	1646
4337	LIT	SNA	159	1466
4338	LIT	STL	51.04	296
4339	LIT	TPA	106.56	737
4340	LNK	DEN	197.5	423
4341	LNK	ORD	229.83	466
4342	LRD	LAS	52.5	1092
4343	MAF	ABQ	120.56	332
4344	MAF	ATL	146.59	1040
4345	MAF	AUS	108.14	294
4346	MAF	BHM	151.71	906
4347	MAF	BNA	155.83	935
4348	MAF	BOS	148	1853
4349	MAF	BUF	378.7	1489
4350	MAF	BUR	167.8	949
4351	MAF	BWI	167.84	1516
4352	MAF	CLT	166	1244
4353	MAF	CRP	127.04	403
4354	MAF	DAL	50.78	319
4355	MAF	DCA	166	1492
4356	MAF	DEN	92.92	563
4357	MAF	DTW	331.56	1255
4358	MAF	ECP	166	977
4359	MAF	ELP	439	246
4360	MAF	FLL	336.77	1392
4361	MAF	GEG	206	1350
4362	MAF	HOU	51.63	441
4363	MAF	IAH	65.49	429
4364	MAF	JAX	167.74	1217
4365	MAF	LAS	62.05	795
4366	MAF	LAX	129.65	951
4367	MAF	LGA	140.77	1684
4368	MAF	MCI	171.85	659
4369	MAF	MCO	160.18	1271
4370	MAF	MDW	163.43	1047
4371	MAF	MEM	134.54	737
4372	MAF	MSY	114.79	721
4373	MAF	OAK	162	1203
4374	MAF	OKC	114.37	356
4375	MAF	OMA	406	734
4376	MAF	ONT	185.58	905
4377	MAF	PDX	216.22	1441
4378	MAF	PHL	222.6	1601
4379	MAF	PHX	313	581
4380	MAF	PIT	174.09	1357
4381	MAF	PNS	204.01	894
4382	MAF	RDU	161.31	1369
4383	MAF	RNO	162.6	1114
4384	MAF	SAN	181.42	878
4385	MAF	SAT	115.85	277
4386	MAF	SFO	132.01	1209
4387	MAF	SJC	152.61	1182
4388	MAF	SJU	188	2436
4389	MAF	SLC	149.78	817
4390	MAF	SMF	137.3	1187
4391	MAF	SNA	159.64	919
4392	MAF	STL	124.16	815
4393	MAF	TPA	172.57	1209
4394	MAF	TUL	170.99	466
4395	MCI	ABQ	55.63	718
4396	MCI	ALB	247.83	1115
4397	MCI	AMA	124.93	477
4398	MCI	ATL	50	692
4399	MCI	AUS	52.5	650
4400	MCI	AZA	50	1030
4401	MCI	BDL	162.86	1169
4402	MCI	BHM	72.76	594
4403	MCI	BNA	51.47	491
4404	MCI	BOI	137.75	1152
4405	MCI	BOS	62.59	1256
4406	MCI	BUF	105.98	870
4407	MCI	BUR	97.87	1354
4408	MCI	BWI	68.77	967
4409	MCI	CHS	113.12	930
4410	MCI	CLE	92	694
4411	MCI	CLT	52.26	808
4412	MCI	CMH	66.6	632
4413	MCI	CVG	97.59	539
4414	MCI	DAL	51.7	460
4415	MCI	DCA	59.99	949
4416	MCI	DEN	50	533
4417	MCI	DFW	51.62	460
4418	MCI	DSM	91	164
4419	MCI	DTW	50	629
4420	MCI	ECP	145.67	797
4421	MCI	ELP	111.89	834
4422	MCI	EWR	79	1092
4423	MCI	FLL	50.5	1242
4424	MCI	FNT	69	625
4425	MCI	GEG	112.96	1277
4426	MCI	GRR	357.51	539
4427	MCI	GSP	100.84	753
4428	MCI	HOU	53.4	666
4429	MCI	HRL	149.38	917
4430	MCI	IAD	82	926
4431	MCI	IAH	52.55	643
4432	MCI	ILM	95.5	993
4433	MCI	IND	51	451
4434	MCI	ISP	109.79	1148
4435	MCI	JAX	54	955
4436	MCI	LAS	50	1139
4437	MCI	LAX	50	1363
4438	MCI	LBB	138.18	554
4439	MCI	LGA	50.5	1107
4440	MCI	LGB	295	1353
4441	MCI	LIT	98.82	344
4442	MCI	MAF	135	659
4443	MCI	MCO	50	1072
4444	MCI	MDW	50	405
4445	MCI	MEM	189	393
4446	MCI	MHT	111	1236
4447	MCI	MIA	125	1251
4448	MCI	MKE	50.65	436
4449	MCI	MSP	50	393
4450	MCI	MSY	52.73	689
4451	MCI	MYR	50	959
4452	MCI	OAK	76.49	1489
4453	MCI	OKC	69.53	313
4454	MCI	ONT	137	1318
4455	MCI	ORD	50.57	403
4456	MCI	ORF	113.66	1021
4457	MCI	PBI	65.03	1212
4458	MCI	PDX	75.89	1482
4459	MCI	PGD	50.5	1125
4460	MCI	PHL	50.5	1038
4461	MCI	PHX	50	1044
4462	MCI	PIE	51	1045
4463	MCI	PIT	102.67	773
4464	MCI	PNS	87.77	743
4465	MCI	PVD	144.24	1234
4466	MCI	PWM	187	1297
4467	MCI	RDU	50	904
4468	MCI	RIC	120.44	951
4469	MCI	RNO	60	1337
4470	MCI	ROC	104	925
4471	MCI	RSW	53	1155
4472	MCI	SAN	68	1334
4473	MCI	SAT	59	706
4474	MCI	SDF	117.39	491
4475	MCI	SEA	50.7	1489
4476	MCI	SFB	50	1058
4477	MCI	SFO	68	1499
4478	MCI	SJC	86.54	1479
4479	MCI	SJU	142.56	2239
4480	MCI	SLC	51	920
4481	MCI	SMF	103.19	1442
4482	MCI	SNA	106	1342
4483	MCI	STL	51	237
4484	MCI	STT	164.51	2291
4485	MCI	STX	250	2330
4486	MCI	SYR	119.68	1003
4487	MCI	TPA	53	1048
4488	MCI	TUL	219	223
4489	MCI	TUS	97	1036
4490	MCI	VPS	50	764
4491	MCO	ABQ	50	1553
4492	MCO	ACY	50	852
4493	MCO	ALB	50.68	1073
4494	MCO	AMA	154.84	1285
4495	MCO	ATL	50	404
4496	MCO	AUS	50	994
4497	MCO	AVL	50.5	488
4498	MCO	BDL	50	1050
4499	MCO	BHM	50	479
4500	MCO	BMI	51	936
4501	MCO	BNA	50	616
4502	MCO	BOI	173	2194
4503	MCO	BOS	50	1121
4504	MCO	BQN	50	1129
4505	MCO	BUF	50	1011
4506	MCO	BUR	132.49	2215
4507	MCO	BWI	50	787
4508	MCO	CAK	50	861
4509	MCO	CHA	72	510
4510	MCO	CHS	227	317
4511	MCO	CID	50	1097
4512	MCO	CLE	50	895
4513	MCO	CLT	50	468
4514	MCO	CMH	50	802
4515	MCO	COS	50	1520
4516	MCO	CRP	196.82	989
4517	MCO	CVG	50	757
4518	MCO	DAL	50	973
4519	MCO	DCA	50	759
4520	MCO	DEN	50	1546
4521	MCO	DFW	50	985
4522	MCO	DSM	51	1141
4523	MCO	DTW	50	957
4524	MCO	ELP	140	1516
4525	MCO	EWR	50	937
4526	MCO	FAI	240	3776
4527	MCO	FLL	50	177
4528	MCO	FNT	89	1011
4529	MCO	GEG	84.78	2346
4530	MCO	GRR	50	1024
4531	MCO	GSO	50	535
4532	MCO	GSP	52	449
4533	MCO	HOU	50	849
4534	MCO	HPN	51	972
4535	MCO	HRL	173.6	1016
4536	MCO	HSV	51	535
4537	MCO	IAD	50	758
4538	MCO	IAH	50	854
4539	MCO	ICT	94	1129
4540	MCO	IND	50	829
4541	MCO	ISP	50	971
4542	MCO	JAN	52	588
4543	MCO	JFK	51	944
4544	MCO	LAS	50	2039
4545	MCO	LAX	50.5	2218
4546	MCO	LBB	109.84	1266
4547	MCO	LBE	50	823
4548	MCO	LFT	52	656
4549	MCO	LGA	50	950
4550	MCO	LIT	51	776
4551	MCO	MAF	162	1271
4552	MCO	MCI	50	1072
4553	MCO	MDT	50	851
4554	MCO	MDW	50	990
4555	MCO	MEM	50	684
4556	MCO	MHT	56.38	1142
4557	MCO	MIA	50	192
4558	MCO	MKE	50	1066
4559	MCO	MSN	50.5	1109
4560	MCO	MSP	50	1310
4561	MCO	MSY	50	551
4562	MCO	MYR	50	388
4563	MCO	OAK	91	2438
4564	MCO	OKC	50.5	1069
4565	MCO	OMA	50	1211
4566	MCO	ONT	50	2171
4567	MCO	ORD	50	1005
4568	MCO	ORF	50	655
4569	MCO	ORH	58	1091
4570	MCO	PDX	55.97	2534
4571	MCO	PHL	50	861
4572	MCO	PHX	50	1849
4573	MCO	PIT	50	834
4574	MCO	PSE	76.5	1179
4575	MCO	PSM	54	1167
4576	MCO	PVD	50	1072
4577	MCO	PWM	50.5	1214
4578	MCO	RDU	50	534
4579	MCO	RIC	50	667
4580	MCO	RNO	147.29	2316
4581	MCO	ROC	61.03	1033
4582	MCO	SAN	50	2149
4583	MCO	SAT	50.5	1041
4584	MCO	SAV	213	255
4585	MCO	SDF	50	719
4586	MCO	SEA	52	2554
4587	MCO	SFO	50	2446
4588	MCO	SJC	95.58	2421
4589	MCO	SJU	50	1189
4590	MCO	SLC	51	1931
4591	MCO	SMF	95.86	2408
4592	MCO	SNA	142	2187
4593	MCO	STL	50	882
4594	MCO	STT	52	1246
4595	MCO	SWF	78.5	989
4596	MCO	SYR	51	1053
4597	MCO	TTN	50	896
4598	MCO	TUL	50	1005
4599	MCO	TUS	139.82	1784
4600	MCO	TYS	54.5	532
4601	MDT	ATL	54.31	620
4602	MDT	CLT	56.26	413
4603	MDT	DEN	51.5	1474
4604	MDT	IND	88.45	507
4605	MDT	MCO	50	851
4606	MDT	MYR	50	465
4607	MDT	ORD	71.83	594
4608	MDT	PGD	50	963
4609	MDT	PIE	50	912
4610	MDT	PNS	99	891
4611	MDT	RDU	59	317
4612	MDT	SFB	50	827
4613	MDW	ABQ	55	1121
4614	MDW	ALB	50	717
4615	MDW	AMA	151.22	880
4616	MDW	ATL	50	591
4617	MDW	AUS	58.18	972
4618	MDW	BDL	51.78	777
4619	MDW	BHM	53.1	570
4620	MDW	BNA	51.33	395
4621	MDW	BOI	123.34	1448
4622	MDW	BOS	50.5	861
4623	MDW	BUF	51.51	468
4624	MDW	BUR	79.27	1740
4625	MDW	BWI	50	611
4626	MDW	CHS	50.3	745
4627	MDW	CLE	50	307
4628	MDW	CLT	50.06	584
4629	MDW	CMH	50	283
4630	MDW	CRP	144.89	1112
4631	MDW	CVG	50	249
4632	MDW	DAL	50	793
4633	MDW	DCA	50	601
4634	MDW	DEN	50	895
4635	MDW	DSM	114.37	306
4636	MDW	DTW	52	228
4637	MDW	ECP	84	795
4638	MDW	ELP	61.83	1237
4639	MDW	EWR	51.61	711
4640	MDW	FLL	50	1167
4641	MDW	FNT	58	221
4642	MDW	GEG	111.26	1511
4643	MDW	GRR	52.82	137
4644	MDW	GSP	65	562
4645	MDW	HOU	50	937
4646	MDW	HRL	107.54	1212
4647	MDW	IAD	147.38	577
4648	MDW	ICT	125.74	589
4649	MDW	IND	53.5	162
4650	MDW	ISP	68.54	765
4651	MDW	JAX	55.05	849
4652	MDW	LAS	50	1521
4653	MDW	LAX	52	1750
4654	MDW	LBB	130.07	951
4655	MDW	LGA	50	725
4656	MDW	LGB	318.49	1741
4657	MDW	LIT	52.04	544
4658	MDW	MAF	156	1047
4659	MDW	MCI	50.26	405
4660	MDW	MCO	50	990
4661	MDW	MEM	52	480
4662	MDW	MHT	51.3	838
4663	MDW	MSP	50	349
4664	MDW	MSY	50	825
4665	MDW	OAK	82.5	1844
4666	MDW	OKC	53.34	691
4667	MDW	OMA	51.5	423
4668	MDW	ONT	69.5	1706
4669	MDW	ORF	51.04	704
4670	MDW	PBI	86	1128
4671	MDW	PDX	56	1751
4672	MDW	PHL	52	668
4673	MDW	PHX	50	1444
4674	MDW	PIT	50.02	402
4675	MDW	PNS	117.13	781
4676	MDW	PVD	50.74	842
4677	MDW	PWM	79.85	895
4678	MDW	RDU	51.29	632
4679	MDW	RIC	105.39	629
4680	MDW	RNO	91.13	1680
4681	MDW	ROC	120.46	523
4682	MDW	RSW	50	1105
4683	MDW	SAN	50	1728
4684	MDW	SAT	56	1036
4685	MDW	SDF	50	271
4686	MDW	SEA	70	1733
4687	MDW	SFO	53	1855
4688	MDW	SJC	53	1838
4689	MDW	SJU	68.7	2057
4690	MDW	SLC	74.84	1259
4691	MDW	SMF	64.41	1790
4692	MDW	SNA	90.24	1731
4693	MDW	SRQ	101	1035
4694	MDW	STL	50.5	251
4695	MDW	TPA	50	997
4696	MDW	TUL	94.56	583
4697	MDW	TUS	86	1440
4698	MEM	ABQ	202	942
4699	MEM	ALB	165	1019
4700	MEM	AMA	168.66	664
4701	MEM	ATL	50.03	332
4702	MEM	AUS	50.5	559
4703	MEM	AZA	50	1245
4704	MEM	BDL	107	1049
4705	MEM	BOS	154.35	1139
4706	MEM	BUF	132.26	813
4707	MEM	BWI	52.18	787
4708	MEM	CLE	102.42	622
4709	MEM	CLT	50.39	511
4710	MEM	CMH	229.68	518
4711	MEM	COS	132	854
4712	MEM	CRP	126.5	669
4713	MEM	DAL	50.06	423
4714	MEM	DCA	85.97	762
4715	MEM	DEN	50	872
4716	MEM	DFW	50.55	431
4717	MEM	DTW	50.59	610
4718	MEM	ELP	157	972
4719	MEM	EWR	162	946
4720	MEM	FLL	50	851
4721	MEM	GEG	278	1662
4722	MEM	GRR	160.47	591
4723	MEM	HOU	50.16	484
4724	MEM	IAH	52.47	468
4725	MEM	IND	432	381
4726	MEM	JAX	131.6	575
4727	MEM	LAS	50	1416
4728	MEM	LAX	50	1619
4729	MEM	LBB	136.7	683
4730	MEM	LGA	111.94	963
4731	MEM	MCI	145	393
4732	MEM	MCO	50	684
4733	MEM	MDW	50.27	480
4734	MEM	MFE	100	784
4735	MEM	MSP	56.3	700
4736	MEM	MSY	133	348
4737	MEM	OAK	50	1798
4738	MEM	OGG	489.89	4104
4739	MEM	OMA	103.05	538
4740	MEM	ONT	306.53	1572
4741	MEM	ORD	50.37	491
4742	MEM	ORF	108.76	782
4743	MEM	PDX	167	1854
4744	MEM	PHL	50.5	875
4745	MEM	PHX	135.62	1264
4746	MEM	PIE	50	653
4747	MEM	PIT	86.12	652
4748	MEM	PVD	160	1104
4749	MEM	RDU	122.82	633
4750	MEM	RNO	253	1663
4751	MEM	SAN	146	1567
4752	MEM	SAT	51.5	625
4753	MEM	SEA	175.46	1871
4754	MEM	SFB	50	671
4755	MEM	SFO	78	1807
4756	MEM	SJC	307	1784
4757	MEM	SMF	192	1761
4758	MEM	SNA	227	1592
4759	MEM	TPA	52.24	655
4760	MEM	VPS	50.5	373
4761	MFE	DFW	120.5	469
4762	MFE	DTW	168	1391
4763	MFE	IAH	86.63	316
4764	MFE	LAS	53	1210
4765	MFE	LAX	60	1318
4766	MFE	MEM	171	784
4767	MFE	PHL	273.32	1627
4768	MFE	SFB	51.5	1059
4769	MFR	ATL	123.77	2163
4770	MFR	AZA	51	875
4771	MFR	DEN	84.55	964
4772	MFR	LAS	50	600
4773	MFR	LAX	50	630
4774	MFR	MEM	381	1836
4775	MFR	SFO	53.74	329
4776	MHT	ABQ	152.34	1955
4777	MHT	ATL	51	952
4778	MHT	AUS	143.8	1692
4779	MHT	BHM	109.08	1051
4780	MHT	BNA	60.92	938
4781	MHT	BUF	100.42	370
4782	MHT	BUR	260.95	2577
4783	MHT	BWI	50	377
4784	MHT	CHS	104.19	836
4785	MHT	CLE	84	545
4786	MHT	CLT	135.91	737
4787	MHT	CMH	95.46	628
4788	MHT	CVG	179.51	741
4789	MHT	DAL	99	1545
4790	MHT	DEN	127	1729
4791	MHT	DTW	59.26	610
4792	MHT	ECP	170.5	1175
4793	MHT	EWR	90.5	209
4794	MHT	FLL	75.35	1262
4795	MHT	HOU	184.78	1606
4796	MHT	IAD	113.29	418
4797	MHT	IND	77.94	803
4798	MHT	JAX	90.97	1028
4799	MHT	LAS	135	2356
4800	MHT	LAX	180.24	2587
4801	MHT	MCI	243.31	1236
4802	MHT	MCO	58.61	1142
4803	MHT	MDW	52	838
4804	MHT	MKE	104.02	834
4805	MHT	MSP	90.36	1092
4806	MHT	MSY	136.02	1371
4807	MHT	OAK	176.44	2665
4808	MHT	OKC	158.98	1491
4809	MHT	OMA	147.27	1257
4810	MHT	ORD	237	843
4811	MHT	ORF	123.77	487
4812	MHT	PBI	122.59	1222
4813	MHT	PDX	134.17	2502
4814	MHT	PHL	91.51	289
4815	MHT	PHX	162.21	2280
4816	MHT	RDU	107	625
4817	MHT	ROC	102.62	316
4818	MHT	RSW	115	1271
4819	MHT	SAN	126.88	2566
4820	MHT	SAT	217.39	1758
4821	MHT	SDF	150.24	820
4822	MHT	SEA	142.75	2459
4823	MHT	SFO	143	2676
4824	MHT	SJC	133.82	2661
4825	MHT	SJU	154.85	1717
4826	MHT	SLC	179.14	2077
4827	MHT	SMF	167.2	2607
4828	MHT	SNA	166	2569
4829	MHT	STL	143.29	1031
4830	MHT	TPA	84.32	1204
4831	MIA	ALB	164	1225
4832	MIA	ATL	50	594
4833	MIA	AUS	57	1103
4834	MIA	BDL	50	1194
4835	MIA	BNA	51	806
4836	MIA	BOI	75	2358
4837	MIA	BOS	50	1258
4838	MIA	BTV	80	1348
4839	MIA	BUF	50	1185
4840	MIA	BWI	50	946
4841	MIA	CLE	50	1080
4842	MIA	CLT	50	650
4843	MIA	CMH	147.73	990
4844	MIA	CVG	50	948
4845	MIA	DCA	50	919
4846	MIA	DEN	50	1709
4847	MIA	DFW	52	1121
4848	MIA	DTW	50	1145
4849	MIA	EGE	73	1810
4850	MIA	ELP	125	1631
4851	MIA	EVV	119	944
4852	MIA	EWR	50	1085
4853	MIA	IAD	52	921
4854	MIA	IAH	50	964
4855	MIA	IND	76	1020
4856	MIA	ISP	50	1113
4857	MIA	JFK	50	1089
4858	MIA	LAS	50	2174
4859	MIA	LAX	51	2342
4860	MIA	LGA	50	1096
4861	MIA	MCI	98	1251
4862	MIA	MCO	50	192
4863	MIA	MKE	50	1258
4864	MIA	MSP	50	1501
4865	MIA	MSY	50	675
4866	MIA	ORD	50	1197
4867	MIA	PDX	74.5	2700
4868	MIA	PHL	50	1013
4869	MIA	PHX	50.86	1972
4870	MIA	PIT	136	1013
4871	MIA	PVD	50	1209
4872	MIA	RDU	50.91	700
4873	MIA	SAN	52.5	2267
4874	MIA	SAT	51.86	1143
4875	MIA	SEA	59	2724
4876	MIA	SFO	53.87	2585
4877	MIA	SJC	57	2559
4878	MIA	SJU	50	1045
4879	MIA	SLC	93.9	2088
4880	MIA	SMF	93.29	2552
4881	MIA	SNA	148	2310
4882	MIA	STL	50.74	1068
4883	MIA	STT	65	1107
4884	MIA	STX	83	1139
4885	MIA	SYR	129	1217
4886	MIA	TPA	50	204
4887	MIA	TTN	50	1047
4888	MIA	TUL	104	1168
4889	MIA	TUS	144	1900
4890	MKE	ABQ	51	1142
4891	MKE	ALB	100.4	715
4892	MKE	ATL	50	669
4893	MKE	AUS	51	1032
4894	MKE	AZA	52	1448
4895	MKE	BDL	166	780
4896	MKE	BIS	107.52	683
4897	MKE	BNA	50	475
4898	MKE	BOS	55	860
4899	MKE	BUF	109.96	465
4900	MKE	BUR	134.46	1745
4901	MKE	BWI	50.71	641
4902	MKE	CHS	239.51	814
4903	MKE	CLE	50	328
4904	MKE	CLT	55.53	651
4905	MKE	CMH	226	330
4906	MKE	DAL	66.76	850
4907	MKE	DCA	50.95	634
4908	MKE	DEN	50	896
4909	MKE	DFW	52.88	853
4910	MKE	DTW	56.94	237
4911	MKE	ECP	130.5	876
4912	MKE	ELP	134.7	1270
4913	MKE	EWR	106	725
4914	MKE	EYW	128.5	1315
4915	MKE	FLL	50.5	1243
4916	MKE	GEG	121	1471
4917	MKE	GSP	122.36	634
4918	MKE	HOU	61.2	1004
4919	MKE	HRL	181.5	1278
4920	MKE	IAH	101.5	984
4921	MKE	ICT	132	622
4922	MKE	IND	188	238
4923	MKE	ISP	101.04	777
4924	MKE	JAX	54	925
4925	MKE	LAS	50	1524
4926	MKE	LAX	78.8	1756
4927	MKE	LGA	66.81	738
4928	MKE	LIT	96.5	613
4929	MKE	MCI	52	436
4930	MKE	MCO	50	1066
4931	MKE	MHT	104.02	834
4932	MKE	MIA	50	1258
4933	MKE	MSP	50.43	297
4934	MKE	MSY	79.57	903
4935	MKE	OAK	129.81	1835
4936	MKE	OKC	91.01	736
4937	MKE	OMA	73.81	426
4938	MKE	ONT	147	1712
4939	MKE	ORF	108.66	747
4940	MKE	PBI	106.37	1204
4941	MKE	PDX	86.54	1718
4942	MKE	PGD	51	1154
4943	MKE	PHL	50	690
4944	MKE	PHX	50	1460
4945	MKE	PIE	50.5	1077
4946	MKE	PIT	102	431
4947	MKE	PNS	127.63	861
4948	MKE	PVD	97	846
4949	MKE	PWM	180.54	887
4950	MKE	RDU	50	689
4951	MKE	RNO	130.69	1667
4952	MKE	RSW	50	1183
4953	MKE	SAN	50	1739
4954	MKE	SAT	86.88	1095
4955	MKE	SEA	56.5	1694
4956	MKE	SFB	50	1045
4957	MKE	SFO	109.5	1845
4958	MKE	SJC	147.36	1829
4959	MKE	SJU	118	2119
4960	MKE	SLC	51	1247
4961	MKE	SMF	128.79	1778
4962	MKE	SNA	152	1738
4963	MKE	SRQ	70	1113
4964	MKE	STL	51	317
4965	MKE	TPA	50	1075
4966	MKE	TUL	99.09	631
4967	MKE	TUS	117	1462
4968	MKG	ORD	68	118
4969	MKK	HNL	50.11	54
4970	MLB	ANC	349	3859
4971	MLB	ATL	57	442
4972	MLB	BNA	79	656
4973	MLB	CHA	69.5	548
4974	MLB	CID	190.5	1136
4975	MLB	CLE	71.5	920
4976	MLB	CLT	92	490
4977	MLB	EVV	157	792
4978	MLB	MSP	101	1349
4979	MLI	AZA	50	1288
4980	MLI	DEN	238.5	752
4981	MLI	LAS	50	1376
4982	MLI	MSP	103.5	274
4983	MLI	PGD	50.5	1113
4984	MLI	PIE	50	1033
4985	MLI	SFB	50	1018
4986	MMH	LAX	175.09	256
4987	MOB	ATL	51.29	302
4988	MOB	BDL	121.5	1161
4989	MOB	BOS	122.5	1248
4990	MOB	DCA	96.3	849
4991	MOB	GSP	79.5	455
4992	MOB	HPN	121.5	1082
4993	MOB	IAH	350	427
4994	MOB	JFK	105	1062
4995	MOB	PHL	161.5	968
4996	MOB	PVD	222.83	1205
4997	MOT	AZA	50	1164
4998	MOT	LAS	50	1098
4999	MRY	DEN	185	959
5000	MRY	LAS	50	375
5001	MRY	LAX	108.96	266
5002	MSN	ATL	56.22	707
5003	MSN	BIL	148	965
5004	MSN	BNA	134.03	504
5005	MSN	BUR	176	1676
5006	MSN	CHS	131.5	868
5007	MSN	DEN	50	826
5008	MSN	DTW	50.77	311
5009	MSN	EWR	155.42	799
5010	MSN	GNV	108	1007
5011	MSN	IAD	85.26	684
5012	MSN	IAH	169	966
5013	MSN	LAS	50.5	1454
5014	MSN	LAX	167.45	1687
5015	MSN	MCO	50.02	1109
5016	MSN	MSP	50.55	228
5017	MSN	ORD	54.98	108
5018	MSN	PHL	50	764
5019	MSN	PHX	51	1396
5020	MSN	RDU	156.74	753
5021	MSN	RSW	53	1222
5022	MSN	SEA	205	1622
5023	MSN	SFO	92	1772
5024	MSN	SJU	216.24	2180
5025	MSN	SLC	294	1174
5026	MSN	TPA	53	1113
5027	MSO	ATL	123.58	1800
5028	MSO	AZA	50	948
5029	MSO	DEN	50	679
5030	MSO	DFW	63	1320
5031	MSO	DTW	164.44	1541
5032	MSO	GRR	134	1421
5033	MSO	LAS	50	750
5034	MSO	LAX	50	923
5035	MSO	MSP	51	1013
5036	MSO	OAK	50	758
5037	MSO	PHL	149.15	1993
5038	MSO	SFO	78.01	769
5039	MSO	SLC	50.92	436
5040	MSP	ABQ	51	981
5041	MSP	ALB	66.2	980
5042	MSP	ANC	58	2519
5043	MSP	ATL	50	907
5044	MSP	ATW	98	236
5045	MSP	AUS	50	1042
5046	MSP	BDL	50	1050
5047	MSP	BIL	57.62	748
5048	MSP	BIS	60.5	386
5049	MSP	BNA	50.91	695
5050	MSP	BOI	51	1142
5051	MSP	BOS	50	1124
5052	MSP	BUF	61.34	735
5053	MSP	BUR	149.99	1523
5054	MSP	BWI	50	936
5055	MSP	BZN	51	874
5056	MSP	CHS	54	1087
5057	MSP	CLE	50	622
5058	MSP	CLT	51	930
5059	MSP	CMH	56.08	626
5060	MSP	COS	50	725
5061	MSP	CVG	50	596
5062	MSP	DAL	67.89	853
5063	MSP	DCA	51	931
5064	MSP	DEN	50	680
5065	MSP	DFW	50	852
5066	MSP	DTW	50	528
5067	MSP	ECP	166.76	1080
5068	MSP	ELP	151.97	1147
5069	MSP	EWR	51	1008
5070	MSP	FAI	148	2466
5071	MSP	FAR	50.19	223
5072	MSP	FCA	73.71	1026
5073	MSP	FLL	50	1487
5074	MSP	FNT	124.49	491
5075	MSP	FSD	54.78	196
5076	MSP	GEG	51	1175
5077	MSP	GPT	78	1024
5078	MSP	GRB	72.16	252
5079	MSP	GRR	50.52	408
5080	MSP	GSP	150	902
5081	MSP	GTF	51	887
5082	MSP	HDN	136.14	774
5083	MSP	HNL	69	3972
5084	MSP	HOU	99	1057
5085	MSP	HRL	53	1310
5086	MSP	IAD	51.5	908
5087	MSP	IAH	50	1034
5088	MSP	ICT	113.72	545
5089	MSP	IND	52.06	503
5090	MSP	ISP	50	1057
5091	MSP	JAC	93	872
5092	MSP	JAX	50.69	1174
5093	MSP	JFK	51	1029
5094	MSP	KOA	224.13	3951
5095	MSP	LAS	50	1299
5096	MSP	LAX	50	1535
5097	MSP	LGA	51	1020
5098	MSP	LGB	89	1529
5099	MSP	MCI	50	393
5100	MSP	MCO	50	1310
5101	MSP	MDW	50	349
5102	MSP	MEM	50	700
5103	MSP	MHT	90.36	1092
5104	MSP	MIA	51	1501
5105	MSP	MKE	50.29	297
5106	MSP	MLB	101	1349
5107	MSP	MSN	50.43	228
5108	MSP	MSO	51	1013
5109	MSP	MSY	50	1039
5110	MSP	MYR	50	1085
5111	MSP	OAK	78	1578
5112	MSP	OGG	272.5	3918
5113	MSP	OKC	92	694
5114	MSP	OMA	62.36	282
5115	MSP	ONT	135.74	1494
5116	MSP	ORD	50	334
5117	MSP	ORF	141.12	1045
5118	MSP	PBI	68	1451
5119	MSP	PDX	51	1426
5120	MSP	PHL	50.07	980
5121	MSP	PHX	50	1276
5122	MSP	PIT	53.88	726
5123	MSP	PNS	180.34	1047
5124	MSP	PSP	51	1454
5125	MSP	PVD	104.66	1117
5126	MSP	RAP	79	489
5127	MSP	RDU	50	980
5128	MSP	RIC	225.02	970
5129	MSP	RNO	60	1405
5130	MSP	ROC	51	783
5131	MSP	RSW	50	1416
5132	MSP	SAN	51	1532
5133	MSP	SAT	50.13	1097
5134	MSP	SAV	75.47	1092
5135	MSP	SBA	75	1582
5136	MSP	SBN	302	411
5137	MSP	SDF	100.67	604
5138	MSP	SEA	50	1399
5139	MSP	SFO	51	1589
5140	MSP	SJC	51	1575
5141	MSP	SJU	60	2404
5142	MSP	SLC	51	991
5143	MSP	SMF	51	1517
5144	MSP	SNA	51	1522
5145	MSP	STL	50	448
5146	MSP	STS	71	1583
